#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
280	SEMA4A_AD	SEMA4A	64218	AD	0.9109	0.0001	0.2560	0.0989	0.2446	0.1354	0.0000	0.5119	0.5119	0.5000	0	Retinitis pigmentosa (ORPHA:791): Patent ductus arteriosus (HP:0001643)-Abnormal retinal vascular morphology (HP:0008046), Aortic root aneurysm (HP:0002616)-Abnormal retinal vascular morphology (HP:0008046), 	Genu valgum (HP:0002857)-abnormal T-helper 1 cell differentiation (MP:0008088), 		Proximity to PLXND1 associated with Truncus arteriosus (ORPHA:3384): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Interrupted aortic arch (HP:0011611), Genu valgum (HP:0002857)-Aplasia/hypoplasia involving bones of the extremities (HP:0045060), 	Proximity to PLXND1 Patent ductus arteriosus (HP:0001643)-absent fetal ductus arteriosus (MP:0010565), Aortic root aneurysm (HP:0002616)-right aortic arch (MP:0004158), 	Proximity to PLXND1 Patent ductus arteriosus (HP:0001643)-intersegmental artery increased branchiness, abnormal (ZP:0006066), Aortic root aneurysm (HP:0002616)-vascular sprouts disorganized, abnormal (ZP:0004216), 
280	FANCD2_AD	FANCD2	2177	AD	0.9111	0.0001	0.2544	0.1000	0.6098	0.2751	0.0000	0.5088	0.6098	0.5000	0	Fanconi anemia, complementation group D2 (OMIM:227646): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Patent ductus arteriosus (HP:0001643), Genu valgum (HP:0002857)-Partial duplication of thumb phalanx (HP:0009944), 	Patent ductus arteriosus (HP:0001643)-abnormal retina blood vessel morphology (MP:0010097), Aortic root aneurysm (HP:0002616)-abnormal retina blood vessel morphology (MP:0010097), 		Proximity to PALB2 associated with Fanconi anemia (ORPHA:84): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic morphology (HP:0001679), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 	Proximity to PALB2 Patent ductus arteriosus (HP:0001643)-abnormal vitelline vasculature morphology (MP:0003229), Aortic root aneurysm (HP:0002616)-abnormal vitelline vasculature morphology (MP:0003229), 	
280	FANCI_AD	FANCI	55215	AD	0.9112	0.0001	0.2544	0.1000	0.6070	0.3414	0.0000	0.5087	0.6070	0.5000	0	Fanconi anemia (ORPHA:84): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic morphology (HP:0001679), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 	Genu valgum (HP:0002857)-fused phalanges (MP:0008730), 		Proximity to PALB2 associated with Fanconi anemia (ORPHA:84): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic morphology (HP:0001679), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 	Proximity to PALB2 Patent ductus arteriosus (HP:0001643)-abnormal vitelline vasculature morphology (MP:0003229), Aortic root aneurysm (HP:0002616)-abnormal vitelline vasculature morphology (MP:0003229), 	
280	ANAPC1_AD	ANAPC1	64682	AD	0.9119	0.0001	0.2518	0.1000	0.6049	0.0000	0.0000	0.5035	0.6049	0.5000	0	Rothmund-Thomson syndrome type 1 (ORPHA:221008): Patent ductus arteriosus (HP:0001643)-Telangiectasia (HP:0001009), Aortic root aneurysm (HP:0002616)-Telangiectasia (HP:0001009), Genu valgum (HP:0002857)-Genu varum (HP:0002970), 			Proximity to MAD2L2 associated with Fanconi anemia (ORPHA:84): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Abnormal aortic morphology (HP:0001679), Genu valgum (HP:0002857)-Hip dislocation (HP:0002827), 	Proximity to MAD2L2 Genu valgum (HP:0002857)-abnormal foot pad morphology (MP:0000574), 	
280	MCIDAS_AD	MCIDAS	345643	AD	0.9120	0.0001	0.2500	0.1017	0.5508	0.0000	0.0000	0.5000	0.5508	0.5000	0	Primary ciliary dyskinesia (ORPHA:244): Patent ductus arteriosus (HP:0001643)-Transposition of the great arteries (HP:0001669), Aortic root aneurysm (HP:0002616)-Abnormal inferior vena cava morphology (HP:0025576), Genu valgum (HP:0002857)-Clubbing (HP:0001217), 			Proximity to SIX3 associated with Septopreoptic holoprosencephaly (ORPHA:280195): Patent ductus arteriosus (HP:0001643)-Coarctation of aorta (HP:0001680), Aortic root aneurysm (HP:0002616)-Coarctation of aorta (HP:0001680), 	Proximity to SIX3 Genu valgum (HP:0002857)-abnormal cranium morphology (MP:0000438), 	
280	HERC1_AD	HERC1	8925	AD	0.9123	0.0001	0.2508	0.0998	0.3063	0.2090	0.0000	0.5017	0.5017	0.5000	0	Megalencephaly-severe kyphoscoliosis-overgrowth syndrome (ORPHA:457359): Genu valgum (HP:0002857)-Pes planus (HP:0001763), 	Genu valgum (HP:0002857)-decreased bone mineral density (MP:0000063), 		Proximity to ARF1 associated with Periventricular nodular heterotopia (ORPHA:98892): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Patellar dislocation (HP:0002999), 		Proximity to ARF1 Genu valgum (HP:0002857)-post-vent region increased curvature, abnormal (ZP:0001091), 
280	CENPF_AD	CENPF	1063	AD	0.9123	0.0001	0.2511	0.0994	0.2874	0.0000	0.2233	0.5022	0.5022	0.5000	0	Stromme syndrome (OMIM:243605): Patent ductus arteriosus (HP:0001643)-Iris coloboma (HP:0000612), Aortic root aneurysm (HP:0002616)-Retinal vascular tortuosity (HP:0012841), Genu valgum (HP:0002857)-Preaxial polydactyly (HP:0100258), 		Genu valgum (HP:0002857)-anterior-posterior axis trunk curved, abnormal (ZP:0008901), 	Proximity to CENPT associated with ?Short stature and microcephaly with genital anomalies (OMIM:618702): Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 		
280	PI4KA_AD	PI4KA	5297	AD	0.9123	0.0001	0.2504	0.1000	0.4049	0.0000	0.3246	0.5007	0.5007	0.5000	0	Spastic paraplegia 84, autosomal recessive (OMIM:619621): Genu valgum (HP:0002857)-Pes cavus (HP:0001761), 		Patent ductus arteriosus (HP:0001643)-heart edematous, abnormal (ZP:0001192), Aortic root aneurysm (HP:0002616)-heart edematous, abnormal (ZP:0001192), Genu valgum (HP:0002857)-pectoral fin aplastic, abnormal (ZP:0000056), 	Proximity to PTEN associated with Bannayan-Riley-Ruvalcaba syndrome (ORPHA:109): Patent ductus arteriosus (HP:0001643)-Aortic aneurysm (HP:0004942), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Broad thumb (HP:0011304), 	Proximity to PTEN Patent ductus arteriosus (HP:0001643)-cardia bifida (MP:0004187), Aortic root aneurysm (HP:0002616)-cardia bifida (MP:0004187), Genu valgum (HP:0002857)-cardia bifida (MP:0004187), 	Proximity to PTEN Patent ductus arteriosus (HP:0001643)-intersegmental vessel shape, abnormal (ZP:0003730), Aortic root aneurysm (HP:0002616)-intersegmental vessel shape, abnormal (ZP:0003730), Genu valgum (HP:0002857)-post-vent region curved ventral, abnormal (ZP:0000638), 
280	DMGDH_AD	DMGDH	29958	AD	0.9124	0.0001	0.2501	0.1000	0.0000	0.0000	0.0000	0.5003	0.5003	0.5000	0				Proximity to CBS associated with Homocystinuria due to cystathionine beta-synthase deficiency (ORPHA:394): Patent ductus arteriosus (HP:0001643)-Arteriovenous malformation (HP:0100026), Aortic root aneurysm (HP:0002616)-Arteriovenous malformation (HP:0100026), Genu valgum (HP:0002857)-Genu valgum (HP:0002857), 	Proximity to CBS Genu valgum (HP:0002857)-short tibia (MP:0002764), 	
280	PPFIBP1_AD	PPFIBP1	8496	AD	0.9125	0.0001	0.2500	0.0997	0.6844	0.0000	0.0000	0.5001	0.6844	0.5000	0	Neurodevelopmental disorder with seizures, microcephaly, and brain abnormalities (OMIM:620024): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Coronary artery fistula (HP:0011641), 			Proximity to ENG associated with Familial cerebral saccular aneurysm (ORPHA:231160): Patent ductus arteriosus (HP:0001643)-Aortic dissection (HP:0002647), Aortic root aneurysm (HP:0002616)-Aortic root aneurysm (HP:0002616), 	Proximity to ENG Patent ductus arteriosus (HP:0001643)-abnormal carotid artery morphology (MP:0004181), Aortic root aneurysm (HP:0002616)-blood vessel atresia (MP:0000265), 	Proximity to ENG Patent ductus arteriosus (HP:0001643)-dorsal aorta dilated, abnormal (ZP:0020401), Aortic root aneurysm (HP:0002616)-dorsal aorta dilated, abnormal (ZP:0020401), 
280	ALMS1_AD	ALMS1	7840	AD	0.9133	0.0001	0.2511	0.0954	0.5288	0.0000	0.3451	0.5022	0.5288	0.5000	0	Alstrom syndrome (OMIM:203800): Patent ductus arteriosus (HP:0001643)-Atherosclerosis (HP:0002621), Aortic root aneurysm (HP:0002616)-Atherosclerosis (HP:0002621), Genu valgum (HP:0002857)-Pes planus (HP:0001763), 		Patent ductus arteriosus (HP:0001643)-cardiac ventricle morphology, abnormal (ZP:0005415), Aortic root aneurysm (HP:0002616)-heart edematous, abnormal (ZP:0001192), 	Proximity to PCNT associated with Microcephalic osteodysplastic primordial dwarfism type II (ORPHA:2637): Patent ductus arteriosus (HP:0001643)-Patent ductus arteriosus (HP:0001643), Aortic root aneurysm (HP:0002616)-Vascular dilatation (HP:0002617), Genu valgum (HP:0002857)-Abnormal metaphysis morphology (HP:0000944), 	Proximity to PCNT Patent ductus arteriosus (HP:0001643)-ventricular septal defect (MP:0010402), Aortic root aneurysm (HP:0002616)-overriding aortic valve (MP:0000273), Genu valgum (HP:0002857)-syndactyly (MP:0000564), 	
280	DNAH17_AR	DNAH17	8632	AR	0.9154	0.0001	0.0000	0.3719	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	VPS13A_AD	VPS13A	23230	AD	0.9173	0.0000	0.0000	0.3647	0.3796	0.0000	0.0000	0.0000	0.3796	0.5000	0	Choreoacanthocytosis (ORPHA:2388): Patent ductus arteriosus (HP:0001643)-Dilated cardiomyopathy (HP:0001644), Aortic root aneurysm (HP:0002616)-Dilated cardiomyopathy (HP:0001644), Genu valgum (HP:0002857)-Peroneal muscle atrophy (HP:0009049), 					
307	PLVAP_AD	PLVAP	83483	AD	0.9252	0.0000	0.2531	0.0482	0.3527	0.5061	0.0000	0.5001	0.5061	0.5000	0	Diarrhea 10, protein-losing enteropathy type (OMIM:618183): Patent ductus arteriosus (HP:0001643)-Pericardial effusion (HP:0001698), Aortic root aneurysm (HP:0002616)-Pericardial effusion (HP:0001698), Genu valgum (HP:0002857)-Low-set ears (HP:0000369), 	Patent ductus arteriosus (HP:0001643)-ventricular septal defect (MP:0010402), Aortic root aneurysm (HP:0002616)-abnormal capillary morphology (MP:0003658), 		Proximity to TAB2 associated with Congenital heart defects, nonsyndromic, 2 (OMIM:614980): Patent ductus arteriosus (HP:0001643)-Aortic aneurysm (HP:0004942), Aortic root aneurysm (HP:0002616)-Aortic aneurysm (HP:0004942), Genu valgum (HP:0002857)-Bicuspid aortic valve (HP:0001647), 	Proximity to TAB2 Patent ductus arteriosus (HP:0001643)-liver hemorrhage (MP:0003888), Aortic root aneurysm (HP:0002616)-liver hemorrhage (MP:0003888), 	Proximity to TAB2 Patent ductus arteriosus (HP:0001643)-heart elongated, abnormal (ZP:0004605), Aortic root aneurysm (HP:0002616)-pericardial cavity increased size, abnormal (ZP:0002610), 
307	ZNF614_AD	ZNF614	80110	AD	0.9267	0.0000	0.0000	0.3284	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	NBPF12_AR	NBPF12	149013	AR	0.9275	0.0000	0.0000	0.3253	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	GOLGA8N_AR	GOLGA8N	643699	AR	0.9290	0.0000	0.0000	0.3188	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	TTC39B_AD	TTC39B	158219	AD	0.9294	0.0000	0.1927	0.0994	0.0000	0.1927	0.0000	0.0000	0.1927	1.0000	0		Genu valgum (HP:0002857)-increased bone mineral density (MP:0000062), 				
307	TNS2_AR	TNS2	23371	AR	0.9295	0.0000	0.0000	0.3168	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	CRYBG2_AR	CRYBG2	55057	AR	0.9314	0.0000	0.0000	0.3090	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	GOLGA8B_AR	GOLGA8B	440270	AR	0.9361	0.0000	0.0000	0.2890	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	SERPINB3_AR	SERPINB3	6317	AR	0.9400	0.0000	0.0000	0.2719	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	DENND2A_AD	DENND2A	27147	AD	0.9418	0.0000	0.0000	0.2647	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	CYP21A2_AD	CYP21A2	1589	AD	0.9460	0.0000	0.0000	0.2469	0.2679	0.0000	0.0000	0.0000	0.2679	0.5000	0	Hyperandrogenism, nonclassic type, due to 21-hydroxylase deficiency (OMIM:201910): Patent ductus arteriosus (HP:0001643)-Hypertension (HP:0000822), Aortic root aneurysm (HP:0002616)-Hypertension (HP:0000822), 					
307	C11orf52_AD	C11orf52	91894	AD	0.9538	0.0000	0.0000	0.2127	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	LAIR1_AD	LAIR1	3903	AD	0.9552	0.0000	0.1384	0.0500	0.0000	0.1384	0.0000	0.0000	0.1384	1.0000	0		Genu valgum (HP:0002857)-increased eosinophil cell number (MP:0005011), 				
307	H2BC12L_AD	H2BC12L	54145	AD	0.9604	0.0000	0.0000	0.1827	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	RFPL4AL1_AR	RFPL4AL1	729974	AR	0.9619	0.0000	0.0000	0.1760	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	RHCE_AD	RHCE	6006	AD	0.9624	0.0000	0.0000	0.1737	0.2335	0.0000	0.0000	0.0000	0.2335	0.5000	0	Rh deficiency syndrome (ORPHA:71275): Patent ductus arteriosus (HP:0001643)-Hepatosplenomegaly (HP:0001433), Aortic root aneurysm (HP:0002616)-Hepatosplenomegaly (HP:0001433), Genu valgum (HP:0002857)-Stomatocytosis (HP:0004446), 					
307	CCDC66_AD	CCDC66	285331	AD	0.9624	0.0000	0.0000	0.1737	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	NPIPB2_AR	NPIPB2	729978	AR	0.9657	0.0000	0.0000	0.1590	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	CTAGE9_AD	CTAGE9	643854	AD	0.9682	0.0000	0.0000	0.1472	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	KRT38_AR	KRT38	8687	AR	0.9682	0.0000	0.0000	0.1472	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	CTAGE4_AD	CTAGE4	100128553	AD	0.9687	0.0000	0.0000	0.1448	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	H2BC12L_AR	H2BC12L	54145	AR	0.9694	0.0000	0.0000	0.1414	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	FHIP1A_AD	FHIP1A	729830	AD	0.9698	0.0000	0.0000	0.1398	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	ZNF492_AD	ZNF492	57615	AD	0.9710	0.0000	0.0000	0.1340	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	IRGC_AD	IRGC	56269	AD	0.9718	0.0000	0.0000	0.1305	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	NBPF3_AD	NBPF3	84224	AD	0.9718	0.0000	0.0000	0.1304	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	PKDREJ_AD	PKDREJ	10343	AD	0.9728	0.0000	0.0000	0.1255	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	ZNF492_AR	ZNF492	57615	AR	0.9747	0.0000	0.0000	0.1170	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	PCDHB15_AR	PCDHB15	56121	AR	0.9751	0.0000	0.0000	0.1154	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	TCAF2_AD	TCAF2	285966	AD	0.9754	0.0000	0.0000	0.1140	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	FASTKD1_AD	FASTKD1	79675	AD	0.9759	0.0000	0.0000	0.1120	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	TCAF2_AR	TCAF2	285966	AR	0.9769	0.0000	0.0000	0.1070	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	APOBEC3A_AR	APOBEC3A	200315	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	CGB3_AD	CGB3	1082	AD	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	FRG2B_AD	FRG2B	441581	AD	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	GOLGA6L2_AR	GOLGA6L2	283685	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	GOLGA6L4_AR	GOLGA6L4	643707	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	GOLGA8A_AR	GOLGA8A	23015	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	HSPA1A_AR	HSPA1A	3303	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	HSPA1B_AD	HSPA1B	3304	AD	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	HSPA1B_AR	HSPA1B	3304	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	NBPF3_AR	NBPF3	84224	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	NOTCH2NLB_AR	NOTCH2NLB	100996763	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	NUTM2D_AD	NUTM2D	728130	AD	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	NUTM2D_AR	NUTM2D	728130	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	NUTM2E_AD	NUTM2E	283008	AD	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	RRP7A_AD	RRP7A	27341	AD	0.9785	0.0000	0.0000	0.1000	0.1619	0.0000	0.0000	0.0000	0.1619	0.5000	0	?Microcephaly 28, primary, autosomal recessive (OMIM:619453): Genu valgum (HP:0002857)-Sloping forehead (HP:0000340), 					
307	SCGB1C1_AD	SCGB1C1	147199	AD	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	SPATA31F1_AD	SPATA31F1	259308	AD	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	TMEM191C_AR	TMEM191C	645426	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	TRIM43B_AR	TRIM43B	653192	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	UBC_AR	UBC	7316	AR	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	VILL_AD	VILL	50853	AD	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	ZNF98_AD	ZNF98	148198	AD	0.9785	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	FBN3_AD	FBN3	84467	AD	0.9786	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	KATNIP_AD	KATNIP	23247	AD	0.9786	0.0000	0.0000	0.1000	0.3492	0.0000	0.0000	0.0000	0.3492	0.5000	0	Joubert syndrome (ORPHA:475): Patent ductus arteriosus (HP:0001643)-Situs inversus totalis (HP:0001696), Aortic root aneurysm (HP:0002616)-Abnormal cardiovascular system morphology (HP:0030680), Genu valgum (HP:0002857)-Hand polydactyly (HP:0001161), 					
307	NIPAL3_AD	NIPAL3	57185	AD	0.9786	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	PCDHA7_AD	PCDHA7	56141	AD	0.9786	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	SPMIP9_AD	SPMIP9	200523	AD	0.9786	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	PIWIL2_AD	PIWIL2	55124	AD	0.9786	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	TTC3_AD	TTC3	7267	AD	0.9786	0.0000	0.0000	0.0998	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	MROH2A_AD	MROH2A	339766	AD	0.9787	0.0000	0.0000	0.0995	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	PLEKHD1_AD	PLEKHD1	400224	AD	0.9787	0.0000	0.0000	0.0995	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	TMEM63A_AD	TMEM63A	9725	AD	0.9787	0.0000	0.0000	0.0995	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	FBN3_AR	FBN3	84467	AR	0.9787	0.0000	0.0000	0.0994	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	PLEKHM2_AD	PLEKHM2	23207	AD	0.9787	0.0000	0.0000	0.0994	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	ZNF792_AD	ZNF792	126375	AD	0.9787	0.0000	0.0000	0.0993	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	RP1L1_AD	RP1L1	94137	AD	0.9787	0.0000	0.0000	0.0991	0.2446	0.0000	0.0000	0.0000	0.2446	1.0000	0	Retinitis pigmentosa (ORPHA:791): Patent ductus arteriosus (HP:0001643)-Abnormal retinal vascular morphology (HP:0008046), Aortic root aneurysm (HP:0002616)-Abnormal retinal vascular morphology (HP:0008046), 					
307	CFAP44_AD	CFAP44	55779	AD	0.9788	0.0000	0.0000	0.0989	0.0000	0.0000	0.0000	0.0000	0.0000	0.5000	0						
307	MXRA8_AD	MXRA8	54587	AD	0.9788	0.0000	0.0000	0.0988	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	DIPK1C_AD	DIPK1C	125704	AD	0.9789	0.0000	0.0000	0.0986	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	MUC5B_AR	MUC5B	727897	AR	0.9791	0.0000	0.0000	0.0974	0.2895	0.0000	0.0000	0.0000	0.2895	0.5000	0	Pulmonary fibrosis, idiopathic, susceptibility to (OMIM:178500): Patent ductus arteriosus (HP:0001643)-Pulmonary arterial hypertension (HP:0002092), Aortic root aneurysm (HP:0002616)-Pulmonary arterial hypertension (HP:0002092), Genu valgum (HP:0002857)-Clubbing of fingers (HP:0100759), 					
307	OTOP3_AR	OTOP3	347741	AR	0.9803	0.0000	0.0000	0.0921	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	WASHC2C_AD	WASHC2C	253725	AD	0.9822	0.0000	0.0000	0.0830	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	SPATA31F1_AR	SPATA31F1	259308	AR	0.9828	0.0000	0.0000	0.0805	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	KIAA2026_AD	KIAA2026	158358	AD	0.9836	0.0000	0.0000	0.0762	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	WASHC2C_AR	WASHC2C	253725	AR	0.9852	0.0000	0.0000	0.0691	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	CLEC18B_AR	CLEC18B	497190	AR	0.9854	0.0000	0.0000	0.0680	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	SCGB1C1_AR	SCGB1C1	147199	AR	0.9890	0.0000	0.0000	0.0515	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	NUTM2A_AD	NUTM2A	728118	AD	0.9899	0.0000	0.0000	0.0470	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	ZNF804B_AD	ZNF804B	219578	AD	0.9904	0.0000	0.0000	0.0448	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	SMCO2_AD	SMCO2	341346	AD	0.9906	0.0000	0.0000	0.0438	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	GOLGA8J_AD	GOLGA8J	653073	AD	0.9913	0.0000	0.0000	0.0401	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	LRRC37B_AD	LRRC37B	114659	AD	0.9914	0.0000	0.0000	0.0400	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	MROH2B_AD	MROH2B	133558	AD	0.9918	0.0000	0.0000	0.0380	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
307	NUTM2F_AR	NUTM2F	54754	AR	0.9920	0.0000	0.0000	0.0370	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
